,duration,duration,duration,duration,duration,duration,duration,up_flow,up_flow,up_flow,up_flow,up_flow,up_flow,up_flow,down_flow,down_flow,down_flow,down_flow,down_flow,down_flow,down_flow
3552,45.21875,24.0,327,11,3492.8215725806444,59.10009790669255,24.0,256057.40625,29503.5,5541208,5906,956865333572.8293,978194.9363868274,29503.5,21783.8125,17704.0,100269,5623,340183344.6733871,18444.059875021743,17704.0
3553,74.87777777777778,36.5,327,10,5916.625343320847,76.91960311468623,36.5,174464.38888888888,68312.5,3253157,1,159416998654.3976,399270.58325701585,68312.5,8342.1,2522.0,65113,0,168377094.0011236,12976.019959953961,2522.0
3558,69.8092105263158,42.0,1134,10,11579.28123910771,107.60706872277355,42.0,342681.0789473684,18441.0,9918846,0,2007110570438.8816,1416725.2981572968,18441.0,48126.55263157895,8520.0,5672694,8,210980292245.6397,459325.9107057207,8520.0
3561,436.77392614920876,64.0,10382,10,1030673.5702698682,1015.220946528325,64.0,15541176.826676715,837569.0,582831415,0,2258104114608501.0,47519512.98791372,837569.0,767441.8831951771,20790.0,29406632,0,5707363374978.822,2389008.8687526514,20790.0
3564,152.3090909090909,59.0,2249,10,63360.6725507502,251.71545949891555,59.0,268681.32484848483,113377.0,6532176,0,394141870835.2779,627807.192404864,113377.0,39005.03878787879,25333.0,802966,0,3680035467.202372,60663.29588146668,25333.0
3565,417.64161849710985,166.0,5799,10,524335.5103508536,724.1101507028151,166.0,95249.85549132948,21702.0,7086825,173,326668368403.4266,571549.0953570188,21702.0,7356.809248554913,4300.0,198211,0,298391922.7134024,17274.024508301543,4300.0
3567,73.91428571428571,30.0,862,11,21964.315966386563,148.2036300715558,30.0,304640.17142857146,133005.0,3321306,20,357453656892.7933,597874.2818459356,133005.0,17198.914285714287,8083.0,247042,60,1782528386.257143,42219.99983724707,8083.0
3570,90.31003310415075,53.0,2238,10,15318.527195898565,123.76803786074402,53.0,65638.95199898141,40053.5,3551495,0,12437339055.968536,111522.81854386812,40053.5,9355.58543417367,6331.5,265055,0,136729960.2457882,11693.158694116324,6331.5
3574,110.625,93.0,391,13,13079.85,114.36717186325804,93.0,3759261.0,755642.0,13063336,5893,22619280530806.0,4755973.14235541,755642.0,17094.375,8000.0,68407,0,491331443.05,22165.997452178868,8000.0
3577,88.78571428571429,63.0,360,14,8278.642857142857,90.98704774385669,63.0,5746.785714285715,2184.0,43117,0,131277201.10439561,11457.626329410277,2184.0,13732.07142857143,2823.5,149774,0,1538049211.302198,39217.97051483156,2823.5
3578,73.95257731958763,49.0,669,10,6383.607250575098,79.89747962592499,49.0,212792.79381443298,179154.0,1600583,0,31247515745.709457,176769.66862476565,179154.0,25884.453608247422,22850.0,173906,150,353157916.7607566,18792.49628869876,22850.0
3583,239.73888888888888,35.5,1832,10,143659.41188702677,379.0242893101005,35.5,46885.7,3992.0,859517,0,13944000425.429052,118084.7171543763,3992.0,14295.05,4463.0,86816,0,329330937.3997205,18147.477439019465,4463.0
3589,260.7391304347826,263.0,1015,10,57994.92885375493,240.82136295136885,263.0,15372.391304347826,14922.0,70815,4,221610857.339921,14886.599925433644,14922.0,5590.347826086957,3996.0,37483,4,59837416.69169962,7735.464865908164,3996.0
3591,33.22408963585434,15.0,595,10,3214.635036036889,56.69775159595739,15.0,1296.0224089635853,168.0,122659,0,71681065.38713682,8466.467113686607,168.0,1702.7058823529412,943.0,13327,0,2236147.607072042,1495.375406736396,943.0
3594,704.7496954933008,142.0,46634,10,6007634.68637047,2451.0476711746082,142.0,144663.91352009744,39697.0,18266567,0,581416372861.849,762506.637913303,39697.0,3088.322777101096,787.5,332963,0,121249759.35163175,11011.346845487691,787.5
3598,63.660629738767675,33.0,7486,10,16102.204405497108,126.8944616817342,33.0,896913.3267556203,36169.0,757391097,0,127365946306027.58,11285652.232194096,36169.0,96852.9802668609,11770.0,42791572,0,855432395655.1233,924895.8836837384,11770.0
3616,421.15384615384613,81.0,3505,11,474795.65991902835,689.0541777821453,81.0,1587.8974358974358,853.0,5867,338,3113868.9365721997,1764.6158042396082,853.0,1663.7692307692307,1032.0,6481,498,2503351.287449394,1582.1982453060027,1032.0
3636,14.5,14.5,19,10,27.0,5.196152422706632,14.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
3642,992.7857142857143,529.0,3905,12,1438268.642857143,1199.2783842199203,529.0,31441.64285714286,3024.5,86122,0,1698602212.4010987,41214.10210596731,3024.5,10118.57142857143,9633.5,22371,2196,37973850.10989011,6162.292601774936,9633.5
3647,146.88011467292156,47.0,22307,10,399709.41471656656,632.2257624587648,47.0,6183906.187125359,908542.0,1500141493,0,1347388235713483.8,36706787.324873365,908542.0,35984.704717227,21298.0,1455534,0,4677159290.223778,68389.76012696476,21298.0
3662,170.07142857142858,96.0,924,11,51562.26306620208,227.07325484566007,96.0,4946843.880952381,2452972.0,35216016,168,59300865529278.0,7700705.521527102,2452972.0,86273.88095238095,38273.5,664342,1019,18868162025.52207,137361.42844889927,38273.5
3673,384.3529411764706,331.0,1374,17,131104.86764705883,362.08406157556675,331.0,21070.235294117647,15915.0,66104,1188,322291558.0661765,17952.480554680362,15915.0,7587.882352941177,5239.0,26527,546,50422269.23529411,7100.863978087041,5239.0
3690,335.24851983422144,166.0,24853,10,281274.67442416004,530.3533486498978,166.0,196839.08096506807,1998.0,189043429,0,10041086745395.93,3168767.3858135957,1998.0,17566.33362936649,4797.0,1071333,0,2163124723.3906803,46509.4046768036,4797.0
3691,128.08978873239437,69.0,3749,10,38240.96067067309,195.55296129354087,69.0,579122.707306338,124854.0,16435729,0,1823697066537.2122,1350443.285198313,124854.0,31857.529049295776,20143.0,729662,0,1957495394.031739,44243.59155891098,20143.0
3694,343.25042589437817,139.0,21071,10,945345.2870092032,972.288685015517,139.0,29589.73594548552,137.0,6281089,0,74455751029.08208,272865.8113965216,137.0,2653.853492333901,664.0,23899,0,12683262.401707062,3561.3568203294462,664.0
3695,118.2080291970803,68.0,1507,10,24719.27890965481,157.2236588737675,68.0,234364.99635036496,91517.0,4499835,0,227587954211.25635,477061.7928646732,91517.0,36562.164233576645,23284.5,324670,620,2030724129.5223796,45063.556556516705,23284.5
3714,785.0,785.0,785,785,,,785.0,142490.0,142490.0,142490,142490,,,142490.0,60214.0,60214.0,60214,60214,,,60214.0
3716,688.2826086956521,28.0,15229,11,6575630.296135265,2564.2991822592126,28.0,116510.67391304347,12175.5,3997398,8,345941910649.1135,588168.2672918639,12175.5,5510.152173913043,4499.5,24374,8,27066129.42077295,5202.511837638906,4499.5
3732,50.5,29.0,120,24,2163.0,46.50806381693394,29.0,14910.25,13483.0,30519,2156,166799805.58333334,12915.099906053121,13483.0,16445.75,13976.5,35007,2823,218620410.25,14785.817875586052,13976.5
3738,136.0,136.0,231,41,18050.0,134.35028842544403,136.0,2375.5,2375.5,4224,527,6833904.5,2614.173770046666,2375.5,4554.0,4554.0,6200,2908,5418632.0,2327.7955236661146,4554.0
3740,52.43421052631579,33.5,354,10,3087.306901359357,55.56353931634806,33.5,6835629.47368421,1801753.0,62936871,0,110826550945689.0,10527419.006845362,1801753.0,19922.70394736842,20534.5,80416,0,296588589.9713749,17221.7475876107,20534.5
3741,49.75,44.0,124,13,1080.978260869565,32.87823384656732,44.0,290354.7083333333,27104.5,1790486,0,228479160147.60687,477994.9373660843,27104.5,10455.75,2303.0,34661,187,166063422.89130437,12886.559777198272,2303.0
3757,66.18181818181819,41.0,262,10,3950.7711598746087,62.855160169031535,41.0,7488929.261363637,719206.5,177133453,432,470943787934807.8,21701239.317946978,719206.5,24945.659090909092,16933.5,266036,0,1136203172.4571576,33707.61297477408,16933.5
3787,151.85639229422065,71.0,5261,10,97773.6214459089,312.6877379206113,71.0,505193.3345008757,123569.0,9099399,0,1008186232979.2516,1004084.7738011227,123569.0,28623.817863397548,6520.0,963710,0,5635052557.457996,75066.98713454534,6520.0
3794,10.0,10.0,10,10,,,10.0,856.0,856.0,856,856,,,856.0,3540.0,3540.0,3540,3540,,,3540.0
3801,140.02929936305733,72.0,3604,10,48836.81674249324,220.9905354138345,72.0,8012864.974522293,2021886.0,594163476,0,665267593439579.9,25792781.808862336,2021886.0,18423.11210191083,8017.0,1026057,0,2109069713.1455832,45924.609014618545,8017.0
3811,136.11428571428573,100.0,667,10,17888.398319327734,133.7475170585523,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
3823,312.8069306930693,160.0,2451,10,150524.6739815772,387.9750945377515,160.0,99707.42079207921,1131.5,1664112,0,66038764064.22504,256980.08495645152,1131.5,31926.896039603962,5280.5,3094366,75,48212202836.04386,219572.7734397957,5280.5
3829,85.85176528478287,60.0,1542,10,8271.255951915382,90.94644551556362,60.0,170446.93861483576,74321.0,19852938,0,370701540227.65204,608852.642457641,74321.0,45393.23176282446,26242.0,1702768,0,3796993699.60721,61619.75088887661,26242.0
3842,68.94955875522527,26.0,32053,10,149904.8125697665,387.17542867512464,26.0,34967.18444031584,261.0,9810238,0,115449890283.23708,339779.1787076381,261.0,1613.392080817464,414.0,2246166,0,181676406.20942152,13478.739043746693,414.0
3847,54.875,38.0,263,10,2767.6058558558557,52.60803984046408,38.0,136719.2857142857,14123.5,3653143,0,157724312153.34106,397145.20285827585,14123.5,15334.482142857143,10328.0,114081,0,329373953.6032815,18148.662584424274,10328.0
3854,375.61224489795916,244.0,1501,11,149008.32568027213,386.0159655769074,244.0,120017.44897959183,95624.0,413723,1577,10867224657.044214,104245.98149110696,95624.0,27040.428571428572,4032.0,1027919,540,21412361804.791656,146329.63406224884,4032.0
3865,503.32616940581545,223.0,13967,10,977169.5618332819,988.518872775468,223.0,174188.49178255373,2293.0,61250481,0,4876992180825.256,2208391.310620755,2293.0,8944.65613147914,2656.0,224097,0,416839990.1702122,20416.659623214866,2656.0
3866,321.4736842105263,227.0,1057,13,112197.37426900584,334.95876502788497,227.0,51720.05263157895,4756.0,468102,175,11540737509.274855,107427.82465113429,4756.0,10747.842105263158,6066.0,26254,777,75400871.251462,8683.367506414894,6066.0
3867,234.55172413793105,123.0,1047,10,67946.32183908047,260.66515271336226,123.0,846168.3793103448,214332.0,8979984,109,3396177512279.0474,1842872.082451478,214332.0,46369.01724137931,29485.0,167393,1150,2026537503.596189,45017.080131836505,29485.0
3871,779.9367088607595,432.0,4964,10,874559.3164556965,935.1787617646673,432.0,80635820.2278481,29991541.0,425107280,2065,1.2850786844719158e+16,113361311.05769357,29991541.0,76419.73417721518,58547.0,248208,253,4020225000.5309973,63405.244266787566,58547.0
3895,169.0,91.0,472,22,43038.0,207.45601943544565,91.0,2616.25,2567.0,3787,1544,1283472.9166666667,1132.904637057624,2567.0,13693.75,12875.5,18628,10396,14367462.91666667,3790.443630588202,12875.5
3923,24.666666666666668,17.0,45,12,316.33333333333337,17.7857620959388,17.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
3925,58.25,40.5,134,18,2722.9166666666665,52.18157401484423,40.5,1755231.75,1254315.5,4511313,983,4681698268016.917,2163723.242010613,1254315.5,133262.0,128586.0,274830,1046,18571744810.666668,136278.18904970327,128586.0
3931,108.02702702702703,47.0,1308,10,33700.60835380836,183.57725445655942,47.0,8617179.072072072,3366870.0,66940959,148,167505209626115.06,12942380.369395541,3366870.0,4293361.027027027,1628542.0,33805690,148,42602461209074.15,6527056.090541443,1628542.0
3936,238.07142857142858,52.5,2006,16,195583.47619047615,442.24820654297304,52.5,77290.53571428571,28819.0,816526,82,24160874859.73942,155437.68802880278,28819.0,46902.67857142857,3552.5,896010,0,30100719416.374332,173495.58904010884,3552.5
3941,399.6,374.0,852,11,93825.29999999999,306.30915755164744,374.0,41636.4,40730.0,74481,4635,670125375.3,25886.779933008274,40730.0,9980.4,10598.0,16478,4189,24974846.3,4997.483996972876,10598.0
3949,463.91319444444446,270.5,1798,10,223843.08303087484,473.12057980062,270.5,554893.0729166666,71980.0,56595649,0,13643512357692.76,3693712.5439986205,71980.0,5186.663194444444,2460.5,120508,0,99214766.87222947,9960.660965630217,2460.5
3950,92.38636363636364,55.0,1308,10,11731.317047966279,108.3112046279898,55.0,331308.45991161617,56874.0,16234035,0,885540350896.5673,941031.5355483934,56874.0,65575.4936868687,18617.5,671222,0,12186139052.563257,110390.84677890308,18617.5
3959,166.81146025878004,55.0,5715,10,202284.0458684195,449.7599869579546,55.0,484184.7467652495,82024.0,13664476,0,1781883205010.1118,1334871.9807569983,82024.0,30616.20517560074,15562.0,374293,0,2226957512.7189364,47190.650691836585,15562.0
3962,269.40920676604617,97.0,31206,10,361638.3010039289,601.3637011026929,97.0,3021390.1748667643,208890.5,1374516787,0,457345518940695.7,21385638.146679085,208890.5,401256.38118869235,44185.0,804258034,0,93944965311366.67,9692521.10193043,44185.0
3965,295.89473684210526,121.0,2072,10,175644.6372688478,419.09979392603833,121.0,184684.13157894736,564.5,6069959,6,965167783584.2253,982429.5311034911,564.5,4909.5,3250.5,39053,0,51278012.95945947,7160.866774312972,3250.5
3966,125.61111111111111,92.0,557,12,15445.898692810457,124.28152997453184,92.0,9992.833333333334,788.5,156188,109,1335803920.735294,36548.65142156813,788.5,9404.666666666666,5318.0,51611,529,146408199.17647058,12099.925585575747,5318.0
3974,232.58469259723964,110.0,2595,10,97673.8210216704,312.5281123701841,110.0,90599.2547051443,45996.0,10184723,0,201848729001.57184,449275.7827900051,45996.0,20723.095357590966,17530.0,98279,0,240470422.28235278,15507.108766057998,17530.0
3990,182.1875,93.5,893,12,50907.57661290324,225.6270742018857,93.5,2461662.21875,575690.0,19409716,92,19323299183750.434,4395827.4742931435,575690.0,9861.53125,7944.0,52238,0,106791042.70866935,10333.975164895131,7944.0
4010,136.8140571728298,67.0,5065,10,44677.541027287916,211.37062479750566,67.0,305429.764883294,126588.5,25978025,0,509517026840.1325,713804.6139106503,126588.5,9886.010752688173,6469.0,307534,0,183817709.12014663,13557.938970217658,6469.0
4014,61.8559670781893,28.0,1346,10,19678.991565486536,140.28182906380476,28.0,2858025.1646090536,48865.0,121161794,33,183205611276781.12,13535346.736481527,48865.0,21162.090534979423,11115.0,302015,0,1283049404.4215236,35819.67901058751,11115.0
4020,185.53846153846155,49.0,622,10,54935.538461538454,234.38331523710994,49.0,3481202.3846153845,2108994.0,22005682,357,22566037694691.53,4750372.374318832,2108994.0,10526.076923076924,9098.0,29206,0,83223628.31384616,9122.698521481796,9098.0
4021,158.71428571428572,120.0,591,10,41678.2380952381,204.1524873599097,120.0,79404.71428571429,36631.0,282230,12384,9714363171.238096,98561.46899898609,36631.0,25234.14285714286,28283.0,57678,1756,395539262.4761904,19888.168907071118,28283.0
4027,84.8375,41.5,729,10,16849.302373417722,129.80486267246587,41.5,171654.4375,4468.5,4715303,0,449267613920.0973,670274.2826038437,4468.5,12723.4375,7604.0,92614,0,218728691.41376582,14789.479078512732,7604.0
4039,82.63636363636364,44.0,919,10,12804.009276437844,113.15480226856413,44.0,51330.0505050505,22840.0,514420,770,6016244288.170891,77564.45247773551,22840.0,15304.060606060606,12470.0,90553,648,167023692.44526905,12923.764639038774,12470.0
4051,10.0,10.0,10,10,,,10.0,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,,,0.0
4052,341.23973727422003,92.0,24327,10,1092281.5907943428,1045.1227635040502,92.0,1006957.0361247947,140654.0,180770215,0,36791175697885.08,6065572.990071514,140654.0,44314.18801313629,18208.5,1160306,0,7662813815.344241,87537.49948076105,18208.5
4054,396.4443413729128,163.5,7266,10,418838.3956921851,647.1772521436342,163.5,27960869.353432283,8422734.5,590109083,0,2986891849868284.5,54652464.26162579,8422734.5,26897599.85714286,7804061.0,652856990,0,2948370505730052.5,54298899.673290364,7804061.0
4057,168.14989733059548,65.0,10900,10,134119.36471926383,366.2231078444721,65.0,1863048.302532512,114612.0,284148479,0,91196875452654.28,9549705.516541036,114612.0,100207.63347022588,29973.0,17704630,0,235497489962.02054,485280.8361784138,29973.0
4074,101.0,43.0,904,10,26288.457142857143,162.13715534342256,43.0,873794.9166666666,272970.0,4988173,149,1455007062809.6785,1206236.7358067315,272970.0,12738.333333333334,6898.5,69328,0,259026383.1428572,16094.29660292295,6898.5
4087,337.43971631205676,157.0,1700,10,167649.84812563326,409.4506662903765,157.0,294923.4822695035,76357.0,2248004,16,179267051438.20874,423399.39943061885,76357.0,29130.58156028369,11677.0,178977,20,1365667701.0308008,36954.94149678499,11677.0
4092,1286.5802603036877,227.0,29773,10,9708931.297025776,3115.9158039051335,227.0,21739677.82429501,168924.0,1062780424,0,6821991559946479.0,82595348.29484333,168924.0,2693702.510845987,12225.5,390392246,0,365811822365874.8,19126207.736137208,12225.5
4118,235.23589743589744,94.0,4298,10,170738.2424098608,413.2048431587665,94.0,9045980.54102564,2931809.0,126681143,17,253937168449153.6,15935406.127524758,2931809.0,52151.958974358975,22842.5,929618,25,9528884649.612703,97616.00611381672,22842.5
4120,642.6458333333334,455.5,2976,16,418034.37850877165,646.5557814363519,455.5,59095.541666666664,2618.0,1942614,0,45509945796.01931,213330.60210860352,2618.0,8278.708333333334,3645.5,33207,411,68700993.80877194,8288.606264552078,3645.5
4123,91.95652173913044,55.0,225,12,5027.043478260869,70.90164651304559,55.0,1816520.652173913,579772.0,9315396,82,5629671189499.056,2372692.8139772024,579772.0,6177.521739130435,4104.0,20730,126,35667936.71541501,5972.263952255878,4104.0
4130,212.7158273381295,103.0,1710,10,71280.11369498988,266.983358460766,103.0,15246892.241007194,5362370.0,190551823,0,637101338040994.1,25240866.428096205,5362370.0,135730.29496402878,42246.0,13065909,0,491046149376.0494,700746.8511353079,42246.0
4143,203.49293286219083,37.0,6768,10,351508.6008349235,592.881607772516,37.0,4703235.819787986,52860.5,544236041,0,867887887131477.1,29459936.984513003,52860.5,23314.671378091873,9732.0,447321,0,1190558108.6351788,34504.46505360109,9732.0
